%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1311878194774174728,13,1311878194774174728,map,-1.39862151536e-05,-9.93843547692e-05,-0.000337640662844,-0.000155096128961,-4.5092282829e-05,-0.00168771830466,0.999998562037
1311878194806388235,14,1311878194806388235,map,-0.000380322758925,-0.000720808853732,-0.000737307828095,-0.000532395540255,-0.000135583661228,-0.00240283838814,0.999996967609
1311878194838266680,15,1311878194838266680,map,-0.000246010502546,-0.00102958758177,-0.00122113530966,-0.000400054233075,-0.000193007623386,-0.00372378297793,0.999992959177
1311878194874122449,16,1311878194874122449,map,-0.000112138440604,-0.00162274074981,-0.000780250035648,-0.000341825117063,2.49398160826e-05,-0.00530649961388,0.999985858698
1311878194906161538,17,1311878194906161538,map,-0.00031585179788,-0.00196659097658,-0.00154062475894,-0.000459113941586,-0.000193112964901,-0.00762004199556,0.999970845453
1311878194938234661,18,1311878194938234661,map,8.6166227349e-05,-0.00221186225383,-0.000815559057719,-0.000177205646798,-2.76263881853e-05,-0.0105063080146,0.999944789674
1311878194974214261,19,1311878194974214261,map,-0.000846300613244,-0.00270275285019,-0.00367007066316,-0.000311673517658,-5.42386782146e-05,-0.0139063806771,0.999903256982
1311878195006349315,20,1311878195006349315,map,0.00089713654619,-0.00325193560653,-0.000539965106732,0.000868703967075,0.000230545574171,-0.0175707779901,0.99984521711
1311878195038169633,21,1311878195038169633,map,-0.000768567819522,-0.00341171942087,-0.00232556414076,0.0010083410437,-0.000971277282952,-0.0206621569543,0.999785534392
1311878195074121004,22,1311878195074121004,map,-0.000428247511043,-0.0029991934671,-0.00133072527306,0.00139742044069,5.69291913898e-06,-0.0237167784546,0.999717739622
1311878195106255285,23,1311878195106255285,map,0.000920296076634,-0.00338597746164,-0.00131862076021,0.00127757979928,-5.30592362785e-05,-0.0270019239883,0.999634564206
1311878195138440919,24,1311878195138440919,map,-0.00207221630067,-0.00379770359454,-0.0017713095606,0.00172923619402,-0.00026301976788,-0.0311470291674,0.999513276681
1311878195174269347,25,1311878195174269347,map,-0.00129256811179,-0.00375178332829,-0.00172992025185,0.002040285201,1.15554605733e-05,-0.0357479803782,0.999358753898
1311878195238271491,26,1311878195238271491,map,-0.00080978623971,-0.00533335816572,-0.00146925763848,0.00329074040557,-0.000593578735579,-0.044245716023,0.999015084658
1311878195274164316,27,1311878195274164316,map,-0.0019586798222,-0.00511806808204,-0.00258587012106,0.00304704931306,0.000367406547261,-0.0495137298597,0.998768726443
1311878195306470224,28,1311878195306470224,map,4.4651058282e-05,-0.00538672018765,-0.0013132439359,0.00409850578204,-0.000510329986111,-0.0549374431134,0.998481260305
1311878195338212940,29,1311878195338212940,map,-0.00149567166742,-0.00567322092413,-0.0016991234154,0.00482868050401,-0.00182197047963,-0.0598291253627,0.99819529376
1311878195374268888,30,1311878195374268888,map,-0.00101114393178,-0.00609402739396,-0.00204136123766,0.0050894504163,-0.00133251650641,-0.0641686645283,0.997925200389
1311878195406028511,31,1311878195406028511,map,0.001606767235,-0.0061129030458,-0.000952277308437,0.00548650106544,-0.00095955165436,-0.0688602955558,0.997610769527
1311878195438050363,32,1311878195438050363,map,-3.16971333915e-05,-0.00681152437077,-0.0016688862832,0.0061113166955,-0.00162796719643,-0.0732109841827,0.997296418829
1311878195474232510,33,1311878195474232510,map,-0.00188100025027,-0.00770999154821,-0.00108756772008,0.00655377166295,-0.00123717454093,-0.0776611229758,0.996957501672
1311878195506356381,34,1311878195506356381,map,-0.00022879545194,-0.00827169988703,-0.00086456542869,0.0071771435178,-0.00145297921816,-0.0824874460585,0.996565202331
1311878195538378202,35,1311878195538378202,map,-0.00116145029227,-0.00934502593718,-0.0010570965343,0.00815158536629,-0.00158320068885,-0.0870538736745,0.996168993932
1311878195574458744,36,1311878195574458744,map,-0.000727575807978,-0.00917045617558,-0.00106784395699,0.00851067652321,-0.00168240875828,-0.0920641244059,0.995715290054
1311878195606205706,37,1311878195606205706,map,-0.000462002765187,-0.00999994762975,-0.00109183482666,0.00874530682271,-0.00193496529376,-0.0969225002125,0.995251624972
1311878195638286681,38,1311878195638286681,map,-0.000968545299407,-0.0104691002824,-0.00192410817892,0.00924914015181,-0.00234842841273,-0.101897218862,0.994749156516
1311878195674186482,39,1311878195674186482,map,-0.00111319496378,-0.00978721832337,-0.0016051070399,0.00998214340855,-0.00271592090172,-0.107081289031,0.994196449916
1311878195706186020,40,1311878195706186020,map,-0.000278061052698,-0.00991940931409,-0.00153720957741,0.010398182429,-0.00295469347639,-0.112121256236,0.993635727652
1311878195738201463,41,1311878195738201463,map,-5.54884809921e-05,-0.0104519034702,-0.00168354621689,0.0110805718169,-0.0032662847898,-0.116637889872,0.993107316788
1311878195774487932,42,1311878195774487932,map,-3.28210587245e-05,-0.0110972688491,-0.00232996965326,0.0112354337775,-0.00333791051852,-0.121201749728,0.992558687719
1311878195806203500,43,1311878195806203500,map,0.00238477570318,-0.0118881044167,-0.00194255992248,0.0117133573576,-0.00356642993375,-0.126117410761,0.991939754043
1311878195838010192,44,1311878195838010192,map,0.00120561210223,-0.0122269184509,-0.00214919245515,0.0123689555019,-0.00347866374734,-0.130913143934,0.991310573137
1311878195874256521,45,1311878195874256521,map,0.00143998429316,-0.0134703085217,-0.00194060798254,0.0132124351174,-0.00365529901725,-0.135683457528,0.990657392508
1311878195906202013,46,1311878195906202013,map,0.00267723566546,-0.0140584081756,-0.00377390789096,0.0139372161308,-0.00436800783146,-0.140580590877,0.989961500021
1311878195974263676,47,1311878195974263676,map,0.00167296932744,-0.0150159674152,-0.00334320506059,0.0146444647085,-0.00475311849971,-0.150443371662,0.988498731665
1311878196038129403,48,1311878196038129403,map,0.0033651812374,-0.0153814899793,-0.0032209434775,0.0163978515215,-0.00468534322829,-0.161193577183,0.986775446008
1311878196074360269,49,1311878196074360269,map,0.00389090997981,-0.0173610620976,-0.00432737064408,0.0167901241501,-0.00507125916878,-0.165706787628,0.986019086107
1311878196106326012,50,1311878196106326012,map,0.00461856245634,-0.017709211899,-0.00477787589589,0.0175546487435,-0.0050844622053,-0.170578469906,0.98517458851
1311878196138421351,51,1311878196138421351,map,0.00371389717761,-0.0214787797137,-0.00706794198946,0.01857350589,-0.0061407342714,-0.174035454682,0.984545064798
1311878196174373812,52,1311878196174373812,map,0.00218326926369,-0.022858069415,-0.00670822396136,0.0190712236447,-0.00613243591182,-0.178594015052,0.98371889562
1311878196206127085,53,1311878196206127085,map,0.0059584351583,-0.0223764513199,-0.00837980475682,0.0197633131538,-0.00701973729155,-0.184050625007,0.982692984454
1311878196238260358,54,1311878196238260358,map,0.00339557812777,-0.0220445453311,-0.00754780946571,0.0202128076692,-0.00686642817392,-0.189052885586,0.981734837581
1311878196274192713,55,1311878196274192713,map,0.00489889863236,-0.0241203746464,-0.00741637932493,0.0205248242715,-0.00707958633523,-0.193566775637,0.980846841262
1311878196306227841,56,1311878196306227841,map,0.00381808433033,-0.025860621957,-0.00765084044956,0.021540261629,-0.00690908856197,-0.197450699167,0.980051787879
1311878196338203706,57,1311878196338203706,map,0.00447635241613,-0.0252707022411,-0.00750332681257,0.0213628532452,-0.00687667148261,-0.202699109757,0.978983867944
1311878196375281344,58,1311878196375281344,map,0.00507001834363,-0.0278968915147,-0.00683983658866,0.0222001963506,-0.00680002045426,-0.20735901897,0.977989336971
1311878196406341745,59,1311878196406341745,map,0.0100338947546,-0.0273151485751,-0.00892521434067,0.0233253735911,-0.00885161505572,-0.213034742308,0.976726045265
1311878196438533093,60,1311878196438533093,map,0.00887913295704,-0.027316278271,-0.0120819374868,0.0241055495787,-0.0109122780405,-0.218184813541,0.975548683349
1311878196506414261,61,1311878196506414261,map,0.00699774359959,-0.0334768142129,-0.0103477132612,0.0242811518099,-0.0111524581086,-0.226501053059,0.973644352178
1311878196575066011,62,1311878196575066011,map,0.0115165496444,-0.0366148623079,-0.010760831235,0.0260420107482,-0.0101792720598,-0.236658203127,0.971190554703
1311878196638325535,63,1311878196638325535,map,0.0179918495103,-0.0427448582062,-0.0111637576632,0.0272599910102,-0.00933236435766,-0.246287400514,0.968768450346
1311878196706269224,64,1311878196706269224,map,0.0242313404327,-0.0429508071158,-0.0109165673667,0.0283386280788,-0.0108050036235,-0.258371062876,0.965569559067
1311878196738691817,65,1311878196738691817,map,0.0212223068522,-0.0481836273258,-0.0082068612202,0.0282309141146,-0.0100482014078,-0.262699912448,0.96441215252
1311878196774138078,66,1311878196774138078,map,0.0247171005013,-0.0516369266062,-0.0107016825781,0.0298848508869,-0.0106709739961,-0.267481926649,0.96304021451
1311878196806327550,67,1311878196806327550,map,0.0267930658581,-0.0554132494994,-0.0102611853119,0.0304039966515,-0.00999942873055,-0.272353607803,0.961664761996
1311878196838398435,68,1311878196838398435,map,0.0312779799809,-0.0547884948978,-0.0107448701015,0.0310980671943,-0.00986819818451,-0.278577438635,0.959859437127
1311878196874221926,69,1311878196874221926,map,0.0303429836894,-0.0603148579783,-0.00911228708444,0.0315311458605,-0.0092189954975,-0.282719105947,0.958640027037
1311878196906131435,70,1311878196906131435,map,0.0405307844474,-0.0577527743764,-0.0105538381478,0.0324372921921,-0.00947521632668,-0.290012235327,0.956426133347
1311878196938142909,71,1311878196938142909,map,0.0401495222191,-0.06589008634,-0.0120174689505,0.0328277594967,-0.00985134132092,-0.293301212417,0.955405516571
1311878196974342033,72,1311878196974342033,map,0.0428681251869,-0.0659776442302,-0.0104705031382,0.0334101385569,-0.00988160209787,-0.299094553321,0.953587208912
1311878197006228608,73,1311878197006228608,map,0.0441735546457,-0.067734561639,-0.00747991854098,0.0336208034726,-0.00941922519499,-0.304089156503,0.952003522751
1311878197074170040,74,1311878197074170040,map,0.0466222318509,-0.0743192031667,-0.0110820346262,0.0347498040878,-0.0105365512921,-0.31345699792,0.948907864056
1311878197106340373,75,1311878197106340373,map,0.0512213460814,-0.0749281113907,-0.00841693840266,0.0356406973429,-0.00951676276477,-0.318826621915,0.947094899946
1311878197138416918,76,1311878197138416918,map,0.0535925924452,-0.0778453571038,-0.00785321095924,0.0362528508889,-0.009546367166,-0.32328894068,0.945557436461
1311878197174156472,77,1311878197174156472,map,0.0551313748566,-0.0810320917938,-0.00621802681757,0.0366808889975,-0.00898808163787,-0.327951194824,0.943939480802
1311878197206148631,78,1311878197206148631,map,0.0557898031977,-0.0875773178241,-0.00882142214787,0.036745893668,-0.00998211884854,-0.331650056739,0.942633726881
1311878197238432641,79,1311878197238432641,map,0.0589354181239,-0.0903099742292,-0.00809341048398,0.037607128964,-0.00957964939401,-0.336573168316,0.940857287966
1311878197306064748,80,1311878197306064748,map,0.0654689998894,-0.0923064672981,-0.0073629783648,0.0387329970602,-0.0100195390489,-0.346859384433,0.937063457259
1311878197338164297,81,1311878197338164297,map,0.0646582025931,-0.0951484589522,-0.00794089120077,0.0390351753808,-0.0102621658477,-0.351392614978,0.935357785478
1311878197373956764,82,1311878197373956764,map,0.0684222168287,-0.0990688132999,-0.00748355131027,0.0395965173059,-0.0104295258319,-0.356527611391,0.933387063103
1311878197406878493,83,1311878197406878493,map,0.069400610052,-0.103095344801,-0.00934984445039,0.040723725395,-0.0105878481304,-0.361548868242,0.93140317982
1311878197438201107,84,1311878197438201107,map,0.0727395255134,-0.10681571107,-0.00732806929383,0.0416883277881,-0.00996896923446,-0.36680485443,0.929309912546
1311878197474238043,85,1311878197474238043,map,0.0768648825827,-0.109074003045,-0.00701461544964,0.042180636691,-0.00939747557005,-0.372130647767,0.927173798501
1311878197506175804,86,1311878197506175804,map,0.0794789418107,-0.112079408845,-0.00623932507588,0.0426085325002,-0.00893491839938,-0.376937913653,0.92521483562
1311878197538447951,87,1311878197538447951,map,0.0831212099846,-0.117645220474,-0.00693346631359,0.0431376864447,-0.00870461291807,-0.381494128449,0.923323124291
1311878197574810964,88,1311878197574810964,map,0.0868598818734,-0.120977466539,-0.00481341371702,0.0431784046347,-0.00845673941823,-0.386881124411,0.921079316483
1311878197606069590,89,1311878197606069590,map,0.0891143021093,-0.124357526834,-0.00523655799493,0.0438169382373,-0.00899455505376,-0.392032777142,0.918863144869
1311878197638206405,90,1311878197638206405,map,0.0886440932957,-0.125633185711,-0.00433177455105,0.0445360820802,-0.0096242635644,-0.398093201982,0.916212699204
1311878197706189612,91,1311878197706189612,map,0.0987303857633,-0.138406343243,0.000388319283779,0.0441235453107,-0.0130471718238,-0.408836924895,0.911446781994
1311878197774049536,92,1311878197774049536,map,0.106132085613,-0.147620468799,-0.00667669722131,0.0460239573517,-0.0130716266005,-0.418635820638,0.906893033414
1311878197838273866,93,1311878197838273866,map,0.119084238052,-0.161152264917,-0.00293190494281,0.0482517845539,-0.00864497190081,-0.427156563907,0.902847884077
1311878197874322095,94,1311878197874322095,map,0.124205666933,-0.166592101627,-0.00142049830194,0.0491512309598,-0.00776231911786,-0.431310986095,0.900830018906
1311878197906486237,95,1311878197906486237,map,0.127038775468,-0.172727600153,-0.000998053365261,0.049362283238,-0.00769183023048,-0.434777597099,0.899151070879
1311878197938270711,96,1311878197938270711,map,0.130646400959,-0.177552485145,0.000368650882865,0.0488375658439,-0.007641854944,-0.438921688824,0.897164562547
1311878197974018636,97,1311878197974018636,map,0.135130549567,-0.181431382125,-0.00100376930107,0.0486741086356,-0.00854740718524,-0.443425773527,0.894947679698
1311878198038635308,98,1311878198038635308,map,0.146113956677,-0.194629309215,0.002283169935,0.0486264361025,-0.00767867318599,-0.450958920153,0.891186043891
1311878198074030710,99,1311878198074030710,map,0.152515079491,-0.204058806534,-0.00241195597916,0.0480881836372,-0.00846978536755,-0.454984386263,0.889159712145
1311878198106321651,100,1311878198106321651,map,0.153444212357,-0.209513483851,0.000318771372118,0.0493456414486,-0.0088985623612,-0.45813904158,0.887465175429
1311878198238497110,101,1311878198238497110,map,0.169146676752,-0.237182838597,0.00439475519508,0.0506320628992,-0.0104387523585,-0.471751598417,0.880214658222
1311878198274148728,102,1311878198274148728,map,0.171470326251,-0.245145407228,0.00609691479301,0.0508251241685,-0.0116582818966,-0.475574459038,0.878128597822
1311878198306371028,103,1311878198306371028,map,0.174901433691,-0.251158682474,0.00371166841111,0.0508397737219,-0.0123119398057,-0.479943961183,0.875738275241
1311878198373958761,104,1311878198373958761,map,0.186023245759,-0.268668037018,0.00443924069091,0.0526514882533,-0.0107240569425,-0.488559743849,0.87087438584
1311878198438261948,105,1311878198438261948,map,0.197601494046,-0.285800284957,0.00761557589234,0.0536945353821,-0.00904397068483,-0.496605822246,0.866266569224
1311878198474218107,106,1311878198474218107,map,0.200296545263,-0.295173112126,0.00546805989104,0.054017858799,-0.0111302092123,-0.500449118754,0.864007441576
1311878198506217698,107,1311878198506217698,map,0.207132189842,-0.304487805258,0.0075571284363,0.0543021774191,-0.0106515492766,-0.504916596448,0.861392496692
1311878198538311373,108,1311878198538311373,map,0.208519243135,-0.31129519419,0.0101650458472,0.0550830682919,-0.0103128026779,-0.508293482888,0.85935860965
1311878198574542830,109,1311878198574542830,map,0.211161221077,-0.320013313661,0.010096041597,0.0551769431501,-0.0119737287747,-0.512146444839,0.857040350804
1311878198606319181,110,1311878198606319181,map,0.219213253803,-0.327780318476,0.00758058252199,0.0546377154951,-0.0118941185799,-0.516896252919,0.854219827025
1311878198638627579,111,1311878198638627579,map,0.218775760653,-0.341785294695,0.00627646953689,0.0562741021175,-0.0129913754969,-0.519577032879,0.852469446895
1311878198674048781,112,1311878198674048781,map,0.219844415229,-0.353740426659,0.00653122790707,0.0583454780585,-0.0126080123799,-0.522733671317,0.850403635874
1311878198707315826,113,1311878198707315826,map,0.22906293134,-0.3578598668,0.00961748478544,0.0570753094295,-0.0110219122194,-0.527751524702,0.847407374785
1311878198774060828,114,1311878198774060828,map,0.235617033244,-0.37099801055,0.0131920648859,0.0581660692659,-0.00989613561584,-0.535628108314,0.842390240734
1311878198806248339,115,1311878198806248339,map,0.241684119812,-0.38375711372,0.0108754694038,0.0586649066668,-0.0103668378246,-0.539540322457,0.839849507512
1311878198838460116,116,1311878198838460116,map,0.242636040637,-0.391888623791,0.013428418328,0.0600950232339,-0.00984793851341,-0.542691471373,0.837721658667
1311878198874236622,117,1311878198874236622,map,0.244670158084,-0.402244882904,0.012561097401,0.0603321208511,-0.011356846051,-0.54642302603,0.835256209783
1311878198905987380,118,1311878198905987380,map,0.246295924779,-0.410789943049,0.0132077060289,0.0617988471837,-0.0115895737075,-0.55014317599,0.832699865236
1311878198938208407,119,1311878198938208407,map,0.249673004214,-0.418077805739,0.0135850549353,0.0614592921645,-0.0124847958541,-0.554007525251,0.83014610461
1311878199006161239,120,1311878199006161239,map,0.252855607034,-0.433786722848,0.0181788796842,0.0634733620693,-0.0137562312717,-0.561028897765,0.825244491285
1311878199038251085,121,1311878199038251085,map,0.25312888716,-0.443355596029,0.0194632576886,0.0631961215207,-0.0151002173624,-0.564647696393,0.822770450777
1311878199074228078,122,1311878199074228078,map,0.257912324225,-0.450040387796,0.0177268645211,0.0639611359552,-0.0156615870775,-0.569363791034,0.819444064984
1311878199106422132,123,1311878199106422132,map,0.26122943805,-0.460109034839,0.0187065888271,0.0640023475623,-0.0163772246743,-0.57318756803,0.816756702568
1311878199138235023,124,1311878199138235023,map,0.265352644456,-0.473225712105,0.0186251724023,0.0645158574643,-0.0150232098812,-0.577394824528,0.813773436487
1311878199174805237,125,1311878199174805237,map,0.265624696688,-0.476165299682,0.0216129822559,0.063859939755,-0.01641502194,-0.581204074073,0.811082157654
1311878199207173274,126,1311878199207173274,map,0.273362746297,-0.489599817303,0.0147002233637,0.0637976013322,-0.0143713855304,-0.585519058202,0.808016561821
1311878199238265942,127,1311878199238265942,map,0.278000102556,-0.501653111161,0.0159711314218,0.0646896413782,-0.0112719664257,-0.58892781765,0.805513638412
1311878199275875720,128,1311878199275875720,map,0.280230824716,-0.509702129067,0.0236382257576,0.0645141748677,-0.00992073252467,-0.59289634241,0.802629069454
1311878199306226293,129,1311878199306226293,map,0.282038129384,-0.521278384431,0.0164329184197,0.0631177889358,-0.0118806654135,-0.597565163969,0.799243940029
1311878199374050079,130,1311878199374050079,map,0.288026856915,-0.540017137364,0.0140568203945,0.0645840890824,-0.0104625340532,-0.604315480127,0.794054303073
1311878199438009793,131,1311878199438009793,map,0.287011904354,-0.560242684818,0.0173269633713,0.0672873697489,-0.0120841700796,-0.609503699861,0.789830117716
1311878199474152307,132,1311878199474152307,map,0.290922731365,-0.572891531947,0.0175408948904,0.0688899461655,-0.0102205179322,-0.613198493666,0.786852792422
1311878199506247706,133,1311878199506247706,map,0.294878219903,-0.58667864587,0.0156768255705,0.0697801946709,-0.00983625783046,-0.616379116158,0.784289963927
1311878199538270912,134,1311878199538270912,map,0.294091723498,-0.58842443168,0.0277090183875,0.0700136008223,-0.00910422694756,-0.619928626183,0.781475346967
1311878199574176058,135,1311878199574176058,map,0.296214345345,-0.597369159047,0.0203687606074,0.0677498711181,-0.0116903190381,-0.623991189897,0.778401108572
1311878199606309215,136,1311878199606309215,map,0.299027694073,-0.609933886863,0.0219541196248,0.0681967818653,-0.00974369314342,-0.627905683759,0.775234615092
1311878199638105605,137,1311878199638105605,map,0.296209398714,-0.621981548649,0.0203870013338,0.0682112568941,-0.0104925591882,-0.631165697704,0.772571676349
1311878199674155504,138,1311878199674155504,map,0.300417173309,-0.628744680995,0.0209216111074,0.0683591946888,-0.00960198310417,-0.635724596469,0.768823172025
1311878199706000547,139,1311878199706000547,map,0.29702465815,-0.637229638665,0.0234834997706,0.0690369699994,-0.00930673189569,-0.639150085844,0.765920654938
1311878199738017100,140,1311878199738017100,map,0.300082313653,-0.64246961942,0.0255291019103,0.0707608498935,-0.0088222037696,-0.642450279751,0.763002441248
1311878199775401342,141,1311878199775401342,map,0.306393261483,-0.65499737768,0.023214016535,0.071253497459,-0.0074500829071,-0.645783804481,0.760151777225
1311878199806250345,142,1311878199806250345,map,0.302063788943,-0.671214564818,0.0200932801475,0.0727673892104,-0.00763834982356,-0.648097929117,0.758034056789
1311878199838003989,143,1311878199838003989,map,0.30612941101,-0.676211264961,0.0230156989144,0.074036527232,-0.00580941352395,-0.651561310178,0.754952105541
1311878199874440388,144,1311878199874440388,map,0.30537854696,-0.688050198405,0.0258696365317,0.0745337538401,-0.00609691370134,-0.654592915682,0.752273664646
1311878199906102879,145,1311878199906102879,map,0.311375715191,-0.68751914191,0.0209887239635,0.0748948166039,-0.00405230543356,-0.658665963871,0.74868784179
1311878199974272367,146,1311878199974272367,map,0.303450713288,-0.715409500937,0.0216678943308,0.0765897504808,-0.00549784126501,-0.663884731192,0.743882267074
1311878200006188556,147,1311878200006188556,map,0.307568272416,-0.730164113852,0.0198435246297,0.0778766900761,-0.00500209004617,-0.667445587395,0.74055829296
1311878200038184010,148,1311878200038184010,map,0.285022885404,-0.739807550479,0.0652042661257,0.0826493876325,-0.00557516648435,-0.667848792968,0.739672889487
1311878200074131720,149,1311878200074131720,map,0.298755372472,-0.740639347246,0.0223370893661,0.0645232885501,-0.019772884608,-0.67358848159,0.736019251873
1311878200106320667,150,1311878200106320667,map,0.305010381376,-0.742456604846,0.0212416538187,0.0733567786999,-0.0137277994411,-0.677397480472,0.731821691651
1311878200173964307,151,1311878200173964307,map,0.301547450711,-0.773245668941,0.0254230136725,0.0775881062749,-0.00829293557853,-0.681844406452,0.727323547548
1311878200206327188,152,1311878200206327188,map,0.305382025071,-0.785492274888,0.0210007673524,0.0792856053847,-0.00699071913581,-0.68586045144,0.723367362428
1311878200242002032,153,1311878200242002032,map,0.309614339394,-0.786386833935,0.0388727025022,0.0816054010236,-0.0062387562613,-0.688526295631,0.720578350209
1311878200274169239,154,1311878200274169239,map,0.306096807897,-0.799688055486,0.0286790161125,0.0799647553216,-0.00548781158655,-0.691449321691,0.717964726863
1311878200342065507,155,1311878200342065507,map,0.308352084907,-0.818353812511,0.0280995831102,0.0813348145143,-0.00628744790855,-0.698475601271,0.710969026719
1311878200374151344,156,1311878200374151344,map,0.301650627188,-0.827458023094,0.0328064308173,0.0828219076146,-0.00645502532363,-0.700678685443,0.708624191324
1311878200406486881,157,1311878200406486881,map,0.301322786231,-0.840468544292,0.0302634893963,0.0822646379761,-0.00736775495771,-0.704406509374,0.704974973516
1311878200442312303,158,1311878200442312303,map,0.306439190397,-0.845728828387,0.0286142989067,0.0830788496213,-0.00603278838716,-0.707917629298,0.701365919047
1311878200474507283,159,1311878200474507283,map,0.298955361027,-0.852388326766,0.0373343643166,0.0846617741449,-0.00577994154547,-0.710092044131,0.698976584674
1311878200506740192,160,1311878200506740192,map,0.300879468198,-0.860763620633,0.0322540993646,0.0827957174586,-0.00491092292806,-0.715117926179,0.694065624177
1311878200544672289,161,1311878200544672289,map,0.299811603772,-0.873088133939,0.0335033100515,0.083779858854,-0.00536270191892,-0.71869165939,0.690242340617
1311878200574557396,162,1311878200574557396,map,0.296194146343,-0.882279073868,0.0427624379596,0.0844075811519,-0.00637285817545,-0.721660272174,0.68705252287
1311878200606123756,163,1311878200606123756,map,0.298378868772,-0.887743534472,0.0310488634189,0.0795205059336,-0.0087679681382,-0.726115438055,0.682902619577
1311878200642380345,164,1311878200642380345,map,0.300585591142,-0.89698582957,0.0374053913507,0.0836568044799,-0.00860872683184,-0.729318989814,0.678985450995
1311878200674794841,165,1311878200674794841,map,0.29448177128,-0.906632368351,0.0321098086812,0.0824898855384,-0.00949255657741,-0.73102521415,0.677279444714
1311878200706044631,166,1311878200706044631,map,0.297362276096,-0.914021993796,0.0390698127004,0.0846982540892,-0.00960615313696,-0.734270874728,0.673483627824
1311878200742350774,167,1311878200742350774,map,0.291166916138,-0.924890345244,0.0332499030638,0.0837460088001,-0.0115298746391,-0.73571450623,0.67199539614
1311878200774099584,168,1311878200774099584,map,0.290001293551,-0.933739214415,0.0332830906012,0.085179528122,-0.011439091571,-0.738135694249,0.669155653024
1311878200842140522,169,1311878200842140522,map,0.284640515789,-0.953964207856,0.0325575943118,0.0868367805742,-0.012009516012,-0.743309927253,0.663178337749
1311878200874185533,170,1311878200874185533,map,0.281744712776,-0.964355152188,0.0326372833683,0.087269340786,-0.0128227599384,-0.745708695224,0.660407587037
1311878200942493257,171,1311878200942493257,map,0.278861608084,-0.98261491466,0.0298511916957,0.0888709900035,-0.0123944152377,-0.749840868572,0.655505145078
1311878201007925655,172,1311878201007925655,map,0.273740521571,-0.998290299415,0.0389414300931,0.0918818520799,-0.0120078722854,-0.753797288886,0.65054070113
1311878201074134651,173,1311878201074134651,map,0.272321458115,-1.01520400079,0.0285367214302,0.0926701900096,-0.0126707660343,-0.75838409712,0.645062199004
1311878201106946485,174,1311878201106946485,map,0.269048087061,-1.02530719379,0.0324747666233,0.0942064326285,-0.0116813932265,-0.759398632298,0.643663272756
1311878201142269263,175,1311878201142269263,map,0.265951423708,-1.02985642179,0.0298740343712,0.0953815366216,-0.012202177408,-0.761208614089,0.641338387313
1311878201206851465,176,1311878201206851465,map,0.26375350608,-1.04625507755,0.0310048933661,0.0941318634339,-0.0136160936717,-0.762893178915,0.63949027108
1311878201274040957,177,1311878201274040957,map,0.261009380798,-1.06191917186,0.0274038478313,0.0933064861808,-0.0151640526302,-0.763707499939,0.638603781357
1311878201306314659,178,1311878201306314659,map,0.261703639723,-1.07200641701,0.0270110628759,0.0949390186872,-0.014572726906,-0.762925558032,0.639311213817
